,atm_name,weekday,festival_religion,working_day,holiday_sequence,trans_date_set,trans_month,trans_year,prevweek_mean,total_amount_withdrawn
1639,Mount Road ATM,FRIDAY,NH,W,WWH,5,11,2011,410772.0,242500
1644,Mount Road ATM,SATURDAY,NH,H,WHH,6,11,2011,410772.0,462900
1649,Mount Road ATM,SUNDAY,NH,H,HHW,6,11,2011,410772.0,249300
1654,Mount Road ATM,MONDAY,NH,W,HWW,6,11,2011,395743.0,427700
1659,Mount Road ATM,TUESDAY,NH,W,WWW,6,11,2011,395743.0,436600
1664,Mount Road ATM,WEDNESDAY,NH,W,WWW,6,11,2011,395743.0,439300
1669,Mount Road ATM,THURSDAY,NH,W,WWW,1,12,2011,395743.0,560100
1674,Mount Road ATM,FRIDAY,NH,W,WWH,1,12,2011,395743.0,625900
1679,Mount Road ATM,SATURDAY,NH,H,WHH,1,12,2011,395743.0,742300
1684,Mount Road ATM,SUNDAY,NH,H,HHW,1,12,2011,395743.0,532400
1689,Mount Road ATM,MONDAY,NH,W,HWH,1,12,2011,537758.0,598500
1694,Mount Road ATM,TUESDAY,M,H,WHW,2,12,2011,537758.0,798100
1699,Mount Road ATM,WEDNESDAY,NH,W,HWW,2,12,2011,537758.0,670300
1704,Mount Road ATM,THURSDAY,NH,W,WWW,2,12,2011,537758.0,576600
1709,Mount Road ATM,FRIDAY,NH,W,WWH,2,12,2011,537758.0,589900
1714,Mount Road ATM,SATURDAY,NH,H,WHH,2,12,2011,537758.0,528900
1719,Mount Road ATM,SUNDAY,NH,H,HHW,3,12,2011,537758.0,300700
1724,Mount Road ATM,MONDAY,NH,W,HWW,3,12,2011,580429.0,445000
1729,Mount Road ATM,TUESDAY,NH,W,WWW,3,12,2011,580429.0,552700
1734,Mount Road ATM,WEDNESDAY,NH,W,WWW,3,12,2011,580429.0,461600
1739,Mount Road ATM,THURSDAY,NH,W,WWW,3,12,2011,580429.0,517800
1744,Mount Road ATM,FRIDAY,NH,W,WWH,4,12,2011,580429.0,334200
1749,Mount Road ATM,SATURDAY,NH,H,WHH,4,12,2011,580429.0,805200
1754,Mount Road ATM,SUNDAY,NH,H,HHW,4,12,2011,580429.0,623600
1759,Mount Road ATM,MONDAY,NH,W,HWW,4,12,2011,534300.0,639900
1764,Mount Road ATM,TUESDAY,NH,W,WWW,4,12,2011,534300.0,523200
1769,Mount Road ATM,WEDNESDAY,NH,W,WWW,5,12,2011,534300.0,382900
1774,Mount Road ATM,THURSDAY,NH,W,WWW,5,12,2011,534300.0,338100
1779,Mount Road ATM,FRIDAY,NH,W,WWH,5,12,2011,534300.0,477700
1784,Mount Road ATM,SATURDAY,NH,H,WHH,5,12,2011,534300.0,589800
1789,Mount Road ATM,SUNDAY,C,H,HHW,5,12,2011,534300.0,201800
1794,Mount Road ATM,MONDAY,NH,W,HWW,6,12,2011,450486.0,561900
1799,Mount Road ATM,TUESDAY,NH,W,WWW,6,12,2011,450486.0,396400
1804,Mount Road ATM,WEDNESDAY,NH,W,WWW,6,12,2011,450486.0,468700
1809,Mount Road ATM,THURSDAY,NH,W,WWW,6,12,2011,450486.0,189300
1814,Mount Road ATM,FRIDAY,NH,W,WWH,6,12,2011,450486.0,381900
1819,Mount Road ATM,SATURDAY,NH,H,WHH,7,12,2011,450486.0,933600
1824,Mount Road ATM,SUNDAY,C,H,HHW,1,1,2012,447658.0,560900
1829,Mount Road ATM,SUNDAY,C,H,HHW,1,1,2012,560900.0,644200
1834,Mount Road ATM,SUNDAY,C,H,HHW,1,1,2012,560900.0,827200
1839,Mount Road ATM,SUNDAY,C,H,HHW,1,1,2012,560900.0,510700
1844,Mount Road ATM,SUNDAY,C,H,HHW,1,1,2012,560900.0,706800
1849,Mount Road ATM,SUNDAY,C,H,HHW,2,1,2012,560900.0,722600
1854,Mount Road ATM,SATURDAY,NH,H,WHH,2,1,2012,560900.0,911300
1859,Mount Road ATM,SUNDAY,NH,H,HHW,2,1,2012,560900.0,587200
1864,Mount Road ATM,SUNDAY,NH,H,HHW,2,1,2012,701429.0,579600
1869,Mount Road ATM,SUNDAY,NH,H,HHW,2,1,2012,701429.0,433600
1874,Mount Road ATM,SUNDAY,NH,H,HHW,3,1,2012,701429.0,522100
1879,Mount Road ATM,SUNDAY,NH,H,HHW,3,1,2012,701429.0,755800
1884,Mount Road ATM,SUNDAY,NH,H,HHW,3,1,2012,701429.0,506500
1889,Mount Road ATM,SATURDAY,NH,H,WHH,3,1,2012,701429.0,626400
1894,Mount Road ATM,SUNDAY,H,H,HHH,3,1,2012,701429.0,190500
1899,Mount Road ATM,MONDAY,H,H,HHH,4,1,2012,516358.0,231900
1904,Mount Road ATM,TUESDAY,H,H,HHW,4,1,2012,516358.0,59700
1909,Mount Road ATM,TUESDAY,H,H,HHW,4,1,2012,516358.0,339600
1914,Mount Road ATM,TUESDAY,H,H,HHW,4,1,2012,516358.0,404300
1919,Mount Road ATM,TUESDAY,H,H,HHW,4,1,2012,516358.0,485400
1924,Mount Road ATM,SATURDAY,NH,H,WHH,5,1,2012,516358.0,551200
1929,Mount Road ATM,SUNDAY,NH,H,HHW,5,1,2012,516358.0,416300
1934,Mount Road ATM,SUNDAY,NH,H,HHW,5,1,2012,355486.0,519200
1939,Mount Road ATM,SUNDAY,NH,H,HHW,5,1,2012,355486.0,559800
1944,Mount Road ATM,SUNDAY,NH,H,HHW,5,1,2012,355486.0,542000
1949,Mount Road ATM,THURSDAY,N,H,WHW,6,1,2012,355486.0,427400
1954,Mount Road ATM,THURSDAY,N,H,WHW,6,1,2012,355486.0,499100
1959,Mount Road ATM,SATURDAY,NH,H,WHH,6,1,2012,355486.0,468300
1964,Mount Road ATM,SUNDAY,NH,H,HHW,6,1,2012,355486.0,264000
1969,Mount Road ATM,SUNDAY,NH,H,HHW,6,1,2012,468543.0,400400
1974,Mount Road ATM,SUNDAY,NH,H,HHW,7,1,2012,468543.0,448300
1979,Mount Road ATM,SUNDAY,NH,H,HHW,1,2,2012,468543.0,704100
1984,Mount Road ATM,SUNDAY,NH,H,HHW,1,2,2012,468543.0,646800
1989,Mount Road ATM,SUNDAY,NH,H,HHW,1,2,2012,468543.0,417900
1994,Mount Road ATM,SATURDAY,NH,H,WHH,1,2,2012,468543.0,771100
1999,Mount Road ATM,SUNDAY,M,H,HHW,1,2,2012,468543.0,532600
2004,Mount Road ATM,SUNDAY,M,H,HHW,2,2,2012,560172.0,554800
2009,Mount Road ATM,SUNDAY,M,H,HHW,2,2,2012,560172.0,804700
2014,Mount Road ATM,SUNDAY,M,H,HHW,2,2,2012,560172.0,886900
2019,Mount Road ATM,SUNDAY,M,H,HHW,2,2,2012,560172.0,612700
2024,Mount Road ATM,SUNDAY,M,H,HHW,2,2,2012,560172.0,779900
2029,Mount Road ATM,SATURDAY,NH,H,WHH,3,2,2012,560172.0,534500
2034,Mount Road ATM,SUNDAY,NH,H,HHW,3,2,2012,560172.0,440200
2039,Mount Road ATM,SUNDAY,NH,H,HHW,3,2,2012,659100.0,573500
2044,Mount Road ATM,SUNDAY,NH,H,HHW,3,2,2012,659100.0,429500
2049,Mount Road ATM,SUNDAY,NH,H,HHW,3,2,2012,659100.0,713700
2054,Mount Road ATM,SUNDAY,NH,H,HHW,4,2,2012,659100.0,444300
2059,Mount Road ATM,SUNDAY,NH,H,HHW,4,2,2012,659100.0,255900
2064,Mount Road ATM,SATURDAY,NH,H,WHH,4,2,2012,659100.0,579800
2069,Mount Road ATM,SUNDAY,NH,H,HHW,4,2,2012,659100.0,375700
2074,Mount Road ATM,SUNDAY,NH,H,HHW,4,2,2012,481772.0,381900
2079,Mount Road ATM,SUNDAY,NH,H,HHW,5,2,2012,481772.0,574000
2084,Mount Road ATM,SUNDAY,NH,H,HHW,5,2,2012,481772.0,448400
2089,Mount Road ATM,SUNDAY,NH,H,HHW,5,2,2012,481772.0,559500
2094,Mount Road ATM,SUNDAY,NH,H,HHW,5,2,2012,481772.0,457300
2099,Mount Road ATM,SATURDAY,NH,H,WHH,5,2,2012,481772.0,416900
2104,Mount Road ATM,SUNDAY,NH,H,HHW,6,2,2012,481772.0,390100
2109,Mount Road ATM,SUNDAY,NH,H,HHW,6,2,2012,461158.0,442200
2114,Mount Road ATM,SUNDAY,NH,H,HHW,6,2,2012,461158.0,424000
2119,Mount Road ATM,SUNDAY,NH,H,HHW,6,2,2012,461158.0,571200
2124,Mount Road ATM,SUNDAY,NH,H,HHW,1,3,2012,461158.0,743400
2129,Mount Road ATM,SUNDAY,NH,H,HHW,1,3,2012,461158.0,697300
2134,Mount Road ATM,SATURDAY,NH,H,WHH,1,3,2012,461158.0,703800
2139,Mount Road ATM,SUNDAY,NH,H,HHW,1,3,2012,461158.0,549500
2144,Mount Road ATM,SUNDAY,NH,H,HHW,1,3,2012,590200.0,760700
2149,Mount Road ATM,SUNDAY,NH,H,HHW,2,3,2012,590200.0,735000
2154,Mount Road ATM,SUNDAY,NH,H,HHW,2,3,2012,590200.0,756900
2159,Mount Road ATM,SUNDAY,NH,H,HHW,2,3,2012,590200.0,707900
2164,Mount Road ATM,SUNDAY,NH,H,HHW,2,3,2012,590200.0,584700
2169,Mount Road ATM,SATURDAY,NH,H,WHH,2,3,2012,590200.0,885400
2174,Mount Road ATM,SUNDAY,NH,H,HHW,3,3,2012,590200.0,190500
2179,Mount Road ATM,SUNDAY,NH,H,HHW,3,3,2012,660158.0,503800
2184,Mount Road ATM,SUNDAY,NH,H,HHW,3,3,2012,660158.0,462200
2189,Mount Road ATM,SUNDAY,NH,H,HHW,3,3,2012,660158.0,518900
2194,Mount Road ATM,SUNDAY,NH,H,HHW,3,3,2012,660158.0,734000
2199,Mount Road ATM,SUNDAY,NH,H,HHW,4,3,2012,660158.0,598900
2204,Mount Road ATM,SATURDAY,NH,H,WHH,4,3,2012,660158.0,757400
2209,Mount Road ATM,SUNDAY,NH,H,HHW,4,3,2012,660158.0,339600
2214,Mount Road ATM,SUNDAY,NH,H,HHW,4,3,2012,559258.0,440000
2219,Mount Road ATM,SUNDAY,NH,H,HHW,4,3,2012,559258.0,682600
2224,Mount Road ATM,SUNDAY,NH,H,HHW,5,3,2012,559258.0,358000
2229,Mount Road ATM,SUNDAY,NH,H,HHW,5,3,2012,559258.0,391500
2234,Mount Road ATM,FRIDAY,H,H,WHH,5,3,2012,559258.0,2200
2239,Mount Road ATM,SATURDAY,NH,H,HHH,5,3,2012,559258.0,567700
2244,Mount Road ATM,SUNDAY,NH,H,HHW,5,3,2012,559258.0,275100
2249,Mount Road ATM,SUNDAY,NH,H,HHW,6,3,2012,388158.0,281500
2254,Mount Road ATM,SUNDAY,NH,H,HHW,6,3,2012,388158.0,529100
2259,Mount Road ATM,SUNDAY,NH,H,HHW,6,3,2012,388158.0,494600
2264,Mount Road ATM,SUNDAY,NH,H,HHW,6,3,2012,388158.0,301500
2269,Mount Road ATM,SUNDAY,NH,H,HHW,6,3,2012,388158.0,718900
2274,Mount Road ATM,SATURDAY,NH,H,WHH,7,3,2012,388158.0,819100
2279,Mount Road ATM,SUNDAY,NH,H,HHW,1,4,2012,388158.0,430800
2284,Mount Road ATM,SUNDAY,NH,H,HHW,1,4,2012,510786.0,550000
2289,Mount Road ATM,SUNDAY,NH,H,HHW,1,4,2012,510786.0,346700
2294,Mount Road ATM,SUNDAY,NH,H,HHW,1,4,2012,510786.0,796000
2299,Mount Road ATM,THURSDAY,H,H,WHH,1,4,2012,510786.0,470500
2304,Mount Road ATM,FRIDAY,C,H,HHH,2,4,2012,510786.0,391400
2309,Mount Road ATM,SATURDAY,NH,H,HHH,2,4,2012,510786.0,529800
2314,Mount Road ATM,SUNDAY,NH,H,HHW,2,4,2012,510786.0,343100
2319,Mount Road ATM,SUNDAY,NH,H,HHW,2,4,2012,489643.0,594100
2324,Mount Road ATM,SUNDAY,NH,H,HHW,2,4,2012,489643.0,491300
2329,Mount Road ATM,SUNDAY,NH,H,HHW,3,4,2012,489643.0,451600
2334,Mount Road ATM,SUNDAY,NH,H,HHW,3,4,2012,489643.0,566500
2339,Mount Road ATM,FRIDAY,H,H,WHH,3,4,2012,489643.0,161300
2344,Mount Road ATM,SATURDAY,NH,H,HHH,3,4,2012,489643.0,314300
2349,Mount Road ATM,SUNDAY,NH,H,HHW,3,4,2012,489643.0,275600
2354,Mount Road ATM,SUNDAY,NH,H,HHW,4,4,2012,407815.0,297700
2359,Mount Road ATM,SUNDAY,NH,H,HHW,4,4,2012,407815.0,308000
2364,Mount Road ATM,SUNDAY,NH,H,HHW,4,4,2012,407815.0,428300
2369,Mount Road ATM,SUNDAY,NH,H,HHW,4,4,2012,407815.0,656300
2374,Mount Road ATM,SUNDAY,NH,H,HHW,4,4,2012,407815.0,447700
2379,Mount Road ATM,SATURDAY,NH,H,WHH,5,4,2012,407815.0,620400
2384,Mount Road ATM,SUNDAY,NH,H,HHW,5,4,2012,407815.0,244700
2389,Mount Road ATM,SUNDAY,NH,H,HHW,5,4,2012,429015.0,322000
2394,Mount Road ATM,SUNDAY,NH,H,HHW,5,4,2012,429015.0,420000
2399,Mount Road ATM,SUNDAY,NH,H,HHW,5,4,2012,429015.0,369900
2404,Mount Road ATM,SUNDAY,NH,H,HHW,6,4,2012,429015.0,537400
2409,Mount Road ATM,SUNDAY,NH,H,HHW,6,4,2012,429015.0,399700
2414,Mount Road ATM,SATURDAY,NH,H,WHH,6,4,2012,429015.0,364500
2419,Mount Road ATM,SUNDAY,NH,H,HHW,6,4,2012,429015.0,106200
2424,Mount Road ATM,SUNDAY,NH,H,HHW,6,4,2012,359958.0,454700
2429,Mount Road ATM,TUESDAY,N,H,WHW,1,5,2012,359958.0,453200
2434,Mount Road ATM,TUESDAY,N,H,WHW,1,5,2012,359958.0,892300
2439,Mount Road ATM,TUESDAY,N,H,WHW,1,5,2012,359958.0,444300
2444,Mount Road ATM,TUESDAY,N,H,WHW,1,5,2012,359958.0,488800
2449,Mount Road ATM,SATURDAY,NH,H,WHH,1,5,2012,359958.0,593000
2454,Mount Road ATM,SUNDAY,NH,H,HHW,2,5,2012,359958.0,115800
2459,Mount Road ATM,SUNDAY,NH,H,HHW,2,5,2012,491729.0,408100
2464,Mount Road ATM,SUNDAY,NH,H,HHW,2,5,2012,491729.0,524900
2469,Mount Road ATM,SUNDAY,NH,H,HHW,2,5,2012,491729.0,596300
2474,Mount Road ATM,SUNDAY,NH,H,HHW,2,5,2012,491729.0,528100
2479,Mount Road ATM,SUNDAY,NH,H,HHW,3,5,2012,491729.0,423200
2484,Mount Road ATM,SATURDAY,NH,H,WHH,3,5,2012,491729.0,542500
2489,Mount Road ATM,SUNDAY,NH,H,HHW,3,5,2012,491729.0,413000
2494,Mount Road ATM,SUNDAY,NH,H,HHW,3,5,2012,490872.0,410500
2499,Mount Road ATM,SUNDAY,NH,H,HHW,3,5,2012,490872.0,373900
2504,Mount Road ATM,SUNDAY,NH,H,HHW,4,5,2012,490872.0,730800
2509,Mount Road ATM,SUNDAY,NH,H,HHW,4,5,2012,490872.0,616000
2514,Mount Road ATM,SUNDAY,NH,H,HHW,4,5,2012,490872.0,583300
2519,Mount Road ATM,SUNDAY,NH,H,HHW,4,5,2012,490872.0,501800
2524,Mount Road ATM,SUNDAY,NH,H,WHH,4,5,2012,490872.0,102700
2529,Mount Road ATM,MONDAY,NH,H,HHW,5,5,2012,474143.0,294400
2534,Mount Road ATM,MONDAY,NH,H,HHW,5,5,2012,474143.0,570000
2539,Mount Road ATM,MONDAY,NH,H,HHW,5,5,2012,474143.0,741100
2544,Mount Road ATM,MONDAY,NH,H,HHW,5,5,2012,474143.0,621500
2549,Mount Road ATM,MONDAY,NH,H,HHW,5,5,2012,474143.0,742000
2554,Mount Road ATM,SATURDAY,NH,H,WHH,6,5,2012,474143.0,1010100
2559,Mount Road ATM,SUNDAY,NH,H,HHW,6,5,2012,474143.0,451100
2564,Mount Road ATM,SUNDAY,NH,H,HHW,6,5,2012,632886.0,528300
2569,Mount Road ATM,SUNDAY,NH,H,HHW,6,5,2012,632886.0,547800
2574,Mount Road ATM,SUNDAY,NH,H,HHW,6,5,2012,632886.0,553300
2579,Mount Road ATM,SUNDAY,NH,H,HHW,7,5,2012,632886.0,642200
2584,Mount Road ATM,SUNDAY,NH,H,HHW,1,6,2012,632886.0,800000
2589,Mount Road ATM,SATURDAY,NH,H,WHH,1,6,2012,632886.0,684300
2594,Mount Road ATM,SUNDAY,NH,H,HHW,1,6,2012,632886.0,202500
2599,Mount Road ATM,SUNDAY,NH,H,HHW,1,6,2012,565486.0,153400
2604,Mount Road ATM,SUNDAY,NH,H,HHW,1,6,2012,565486.0,559100
2609,Mount Road ATM,SUNDAY,NH,H,HHW,2,6,2012,565486.0,678700
2614,Mount Road ATM,SUNDAY,NH,H,HHW,2,6,2012,565486.0,708300
2619,Mount Road ATM,SUNDAY,NH,H,HHW,2,6,2012,565486.0,1197200
2624,Mount Road ATM,SATURDAY,NH,H,WHH,2,6,2012,565486.0,975100
2629,Mount Road ATM,SUNDAY,NH,H,HHW,2,6,2012,565486.0,896700
2634,Mount Road ATM,SUNDAY,NH,H,HHW,3,6,2012,738358.0,684800
2639,Mount Road ATM,SUNDAY,NH,H,HHW,3,6,2012,738358.0,682000
2644,Mount Road ATM,SUNDAY,NH,H,HHW,3,6,2012,738358.0,813800
2649,Mount Road ATM,SUNDAY,NH,H,HHW,3,6,2012,738358.0,1127300
2654,Mount Road ATM,SUNDAY,NH,H,HHW,3,6,2012,738358.0,417700
2659,Mount Road ATM,SATURDAY,NH,H,WHH,4,6,2012,738358.0,513500
2668,Mount Road ATM,SUNDAY,NH,H,HHW,4,6,2012,706517.0,826200
2673,Mount Road ATM,SUNDAY,NH,H,HHW,4,6,2012,706517.0,631300
2678,Mount Road ATM,SUNDAY,NH,H,HHW,4,6,2012,706517.0,621800
2683,Mount Road ATM,SUNDAY,NH,H,HHW,5,6,2012,706517.0,975000
2688,Mount Road ATM,SUNDAY,NH,H,HHW,5,6,2012,706517.0,289600
2693,Mount Road ATM,SATURDAY,NH,H,WHH,5,6,2012,706517.0,560900
2698,Mount Road ATM,SUNDAY,NH,H,HHW,5,6,2012,706517.0,122100
2703,Mount Road ATM,SUNDAY,NH,H,HHW,5,6,2012,575272.0,479700
2708,Mount Road ATM,SUNDAY,NH,H,HHW,6,6,2012,575272.0,362800
2713,Mount Road ATM,SUNDAY,NH,H,HHW,6,6,2012,575272.0,395500
2718,Mount Road ATM,SUNDAY,NH,H,HHW,6,6,2012,575272.0,194300
2723,Mount Road ATM,SUNDAY,NH,H,HHW,6,6,2012,575272.0,441000
2728,Mount Road ATM,SATURDAY,NH,H,WHH,6,6,2012,575272.0,720000
2733,Mount Road ATM,SUNDAY,NH,H,HHW,1,7,2012,575272.0,930000
2738,Mount Road ATM,SUNDAY,NH,H,HHW,1,7,2012,503329.0,583500
2743,Mount Road ATM,SUNDAY,NH,H,HHW,1,7,2012,503329.0,770600
2748,Mount Road ATM,SUNDAY,NH,H,HHW,1,7,2012,503329.0,1159700
2753,Mount Road ATM,SUNDAY,NH,H,HHW,1,7,2012,503329.0,947600
2758,Mount Road ATM,SUNDAY,NH,H,HHW,2,7,2012,503329.0,721800
2763,Mount Road ATM,SATURDAY,NH,H,WHH,2,7,2012,503329.0,898100
2768,Mount Road ATM,SUNDAY,NH,H,HHW,2,7,2012,503329.0,478700
2773,Mount Road ATM,SUNDAY,NH,H,HHW,2,7,2012,794286.0,621400
2778,Mount Road ATM,SUNDAY,NH,H,HHW,2,7,2012,794286.0,585100
2783,Mount Road ATM,SUNDAY,NH,H,HHW,3,7,2012,794286.0,557100
2788,Mount Road ATM,SUNDAY,NH,H,HHW,3,7,2012,794286.0,606900
2793,Mount Road ATM,SUNDAY,NH,H,HHW,3,7,2012,794286.0,416600
2798,Mount Road ATM,SATURDAY,NH,H,WHH,3,7,2012,794286.0,699500
2803,Mount Road ATM,SUNDAY,NH,H,HHW,3,7,2012,794286.0,541700
2808,Mount Road ATM,SUNDAY,NH,H,HHW,4,7,2012,575472.0,700400
2813,Mount Road ATM,SUNDAY,NH,H,HHW,4,7,2012,575472.0,441100
2818,Mount Road ATM,SUNDAY,NH,H,HHW,4,7,2012,575472.0,609700
2823,Mount Road ATM,SUNDAY,NH,H,HHW,4,7,2012,575472.0,374700
2829,Mount Road ATM,SUNDAY,NH,H,HHW,4,7,2012,575472.0,549900
2834,Mount Road ATM,SATURDAY,NH,H,WHH,5,7,2012,575472.0,706600
2839,Mount Road ATM,SUNDAY,NH,H,HHW,5,7,2012,575472.0,350900
2844,Mount Road ATM,SUNDAY,NH,H,HHW,5,7,2012,533329.0,424000
2849,Mount Road ATM,SUNDAY,NH,H,HHW,5,7,2012,533329.0,206900
2854,Mount Road ATM,SUNDAY,NH,H,HHW,5,7,2012,533329.0,597600
2859,Mount Road ATM,SUNDAY,NH,H,HHW,6,7,2012,533329.0,495800
2864,Mount Road ATM,SUNDAY,NH,H,HHW,6,7,2012,533329.0,304600
2869,Mount Road ATM,SATURDAY,NH,H,WHH,6,7,2012,533329.0,504900
2874,Mount Road ATM,SUNDAY,NH,H,HHW,6,7,2012,533329.0,347900
2879,Mount Road ATM,SUNDAY,NH,H,HHW,6,7,2012,411672.0,458500
2884,Mount Road ATM,SUNDAY,NH,H,HHW,7,7,2012,411672.0,517300
2889,Mount Road ATM,SUNDAY,NH,H,HHW,1,8,2012,411672.0,695700
2894,Mount Road ATM,SUNDAY,NH,H,HHW,1,8,2012,411672.0,887800
2899,Mount Road ATM,SUNDAY,NH,H,HHW,1,8,2012,411672.0,717700
2904,Mount Road ATM,SATURDAY,NH,H,WHH,1,8,2012,411672.0,996100
2909,Mount Road ATM,SUNDAY,NH,H,HHW,1,8,2012,411672.0,423900
2914,Mount Road ATM,SUNDAY,NH,H,HHW,2,8,2012,671000.0,887100
2919,Mount Road ATM,SUNDAY,NH,H,HHW,2,8,2012,671000.0,605300
2924,Mount Road ATM,SUNDAY,NH,H,HHW,2,8,2012,671000.0,556100
2929,Mount Road ATM,SUNDAY,NH,H,HHW,2,8,2012,671000.0,510900
2934,Mount Road ATM,SUNDAY,NH,H,HHW,2,8,2012,671000.0,597100
2939,Mount Road ATM,SATURDAY,NH,H,WHH,3,8,2012,671000.0,709000
2944,Mount Road ATM,SUNDAY,NH,H,HHW,3,8,2012,671000.0,214400
2949,Mount Road ATM,SUNDAY,NH,H,HHW,3,8,2012,582843.0,667100
2954,Mount Road ATM,SUNDAY,NH,H,HHW,3,8,2012,582843.0,547500
2959,Mount Road ATM,WEDNESDAY,N,H,WHW,3,8,2012,582843.0,422900
2964,Mount Road ATM,WEDNESDAY,N,H,WHW,4,8,2012,582843.0,647900
2969,Mount Road ATM,WEDNESDAY,N,H,WHW,4,8,2012,582843.0,635700
2973,Mount Road ATM,SATURDAY,NH,H,WHH,4,8,2012,582843.0,709600
2978,Mount Road ATM,SUNDAY,NH,H,HHH,4,8,2012,582843.0,3500
2987,Mount Road ATM,MONDAY,M,H,HHW,5,8,2012,519172.0,263300
2992,Mount Road ATM,MONDAY,M,H,HHW,5,8,2012,519172.0,491400
2997,Mount Road ATM,MONDAY,M,H,HHW,5,8,2012,519172.0,490100
3002,Mount Road ATM,MONDAY,M,H,HHW,5,8,2012,519172.0,474200
3007,Mount Road ATM,SATURDAY,NH,H,WHH,5,8,2012,519172.0,719900
3012,Mount Road ATM,SUNDAY,NH,H,HHW,6,8,2012,519172.0,266300
3017,Mount Road ATM,SUNDAY,NH,H,HHW,6,8,2012,450867.0,575200
3022,Mount Road ATM,SUNDAY,NH,H,HHW,6,8,2012,450867.0,403400
3027,Mount Road ATM,SUNDAY,NH,H,HHW,6,8,2012,450867.0,435800
3032,Mount Road ATM,SUNDAY,NH,H,HHW,6,8,2012,450867.0,483900
3037,Mount Road ATM,SUNDAY,NH,H,HHW,7,8,2012,450867.0,693100
3042,Mount Road ATM,SATURDAY,NH,H,WHH,1,9,2012,450867.0,1229000
3047,Mount Road ATM,SUNDAY,NH,H,HHW,1,9,2012,450867.0,340000
3052,Mount Road ATM,SUNDAY,NH,H,HHW,1,9,2012,594343.0,927800
3057,Mount Road ATM,SUNDAY,NH,H,HHW,1,9,2012,594343.0,846300
3062,Mount Road ATM,SUNDAY,NH,H,HHW,1,9,2012,594343.0,1003600
3066,Mount Road ATM,SUNDAY,NH,H,HHW,2,9,2012,594343.0,798700
3071,Mount Road ATM,SUNDAY,NH,H,HHW,2,9,2012,594343.0,669600
3076,Mount Road ATM,SATURDAY,NH,H,WHH,2,9,2012,594343.0,786300
3081,Mount Road ATM,SUNDAY,NH,H,HHW,2,9,2012,594343.0,401100
3086,Mount Road ATM,SUNDAY,NH,H,HHW,2,9,2012,776200.0,471700
3091,Mount Road ATM,SUNDAY,NH,H,HHW,3,9,2012,776200.0,650300
3096,Mount Road ATM,SUNDAY,NH,H,HHW,3,9,2012,776200.0,600200
3101,Mount Road ATM,SUNDAY,NH,H,HHW,3,9,2012,776200.0,421100
3106,Mount Road ATM,SUNDAY,NH,H,HHW,3,9,2012,776200.0,767600
3111,Mount Road ATM,SATURDAY,NH,H,WHH,3,9,2012,776200.0,820800
3116,Mount Road ATM,SUNDAY,NH,H,HHW,4,9,2012,776200.0,366700
3121,Mount Road ATM,SUNDAY,NH,H,HHW,4,9,2012,585486.0,597500
3126,Mount Road ATM,SUNDAY,NH,H,HHW,4,9,2012,585486.0,551200
3131,Mount Road ATM,WEDNESDAY,H,H,WHW,4,9,2012,585486.0,430300
3136,Mount Road ATM,WEDNESDAY,H,H,WHW,4,9,2012,585486.0,443900
3141,Mount Road ATM,WEDNESDAY,H,H,WHW,5,9,2012,585486.0,491800
3146,Mount Road ATM,SATURDAY,NH,H,WHH,5,9,2012,585486.0,784900
3151,Mount Road ATM,SUNDAY,NH,H,HHW,5,9,2012,585486.0,290900
3156,Mount Road ATM,SUNDAY,NH,H,HHW,5,9,2012,512929.0,531400
3161,Mount Road ATM,SUNDAY,NH,H,HHW,5,9,2012,512929.0,473400
3166,Mount Road ATM,SUNDAY,NH,H,HHW,6,9,2012,512929.0,480400
3171,Mount Road ATM,SUNDAY,NH,H,HHW,6,9,2012,512929.0,509200
3176,Mount Road ATM,SUNDAY,NH,H,HHW,6,9,2012,512929.0,263600
3181,Mount Road ATM,SATURDAY,NH,H,WHH,6,9,2012,512929.0,690700
3186,Mount Road ATM,SUNDAY,NH,H,HHW,6,9,2012,512929.0,335500
3191,Mount Road ATM,SUNDAY,NH,H,HHW,1,10,2012,469172.0,893700
3196,Mount Road ATM,TUESDAY,N,H,WHW,1,10,2012,469172.0,438100
3201,Mount Road ATM,TUESDAY,N,H,WHW,1,10,2012,469172.0,991900
3206,Mount Road ATM,TUESDAY,N,H,WHW,1,10,2012,469172.0,674400
3211,Mount Road ATM,TUESDAY,N,H,WHW,1,10,2012,469172.0,748400
3216,Mount Road ATM,SATURDAY,NH,H,WHH,2,10,2012,469172.0,717600
3221,Mount Road ATM,SUNDAY,NH,H,HHW,2,10,2012,469172.0,500
3226,Mount Road ATM,SUNDAY,NH,H,HHW,2,10,2012,637800.0,776200
3231,Mount Road ATM,SUNDAY,NH,H,HHW,2,10,2012,637800.0,648300
3236,Mount Road ATM,SUNDAY,NH,H,HHW,2,10,2012,637800.0,873300
3241,Mount Road ATM,SUNDAY,NH,H,HHW,3,10,2012,637800.0,752200
3246,Mount Road ATM,SUNDAY,NH,H,HHW,3,10,2012,637800.0,735500
3251,Mount Road ATM,SATURDAY,NH,H,WHH,3,10,2012,637800.0,854500
3256,Mount Road ATM,SUNDAY,NH,H,HHW,3,10,2012,637800.0,400800
3261,Mount Road ATM,SUNDAY,NH,H,HHW,3,10,2012,720115.0,567000
